data,ano,mes,dia,dia_semana_num,nome_dia_semana,nome_mes,fim_de_semana,trimestre,semestre,hora_do_dia,turno,sk_tempo
2026-11-19,2026,11,19,5,Quinta-feira,Novembro,Não,4,2,0,Madrugada,2026111900
2026-11-20,2026,11,20,6,Sexta-feira,Novembro,Não,4,2,1,Madrugada,2026112001
2026-11-21,2026,11,21,7,Sábado,Novembro,Sim,4,2,2,Madrugada,2026112102
2026-11-22,2026,11,22,1,Domingo,Novembro,Sim,4,2,0,Madrugada,2026112200
2026-11-23,2026,11,23,2,Segunda-feira,Novembro,Não,4,2,1,Madrugada,2026112301
2026-11-24,2026,11,24,3,Terça-feira,Novembro,Não,4,2,2,Madrugada,2026112402
2026-11-25,2026,11,25,4,Quarta-feira,Novembro,Não,4,2,0,Madrugada,2026112500
2026-11-26,2026,11,26,5,Quinta-feira,Novembro,Não,4,2,1,Madrugada,2026112601
2026-11-27,2026,11,27,6,Sexta-feira,Novembro,Não,4,2,2,Madrugada,2026112702
2026-11-28,2026,11,28,7,Sábado,Novembro,Sim,4,2,0,Madrugada,2026112800
2026-11-29,2026,11,29,1,Domingo,Novembro,Sim,4,2,1,Madrugada,2026112901
2026-11-30,2026,11,30,2,Segunda-feira,Novembro,Não,4,2,2,Madrugada,2026113002
2026-12-01,2026,12,1,3,Terça-feira,Dezembro,Não,4,2,0,Madrugada,2026120100
2026-12-02,2026,12,2,4,Quarta-feira,Dezembro,Não,4,2,1,Madrugada,2026120201
2026-12-03,2026,12,3,5,Quinta-feira,Dezembro,Não,4,2,2,Madrugada,2026120302
2026-12-04,2026,12,4,6,Sexta-feira,Dezembro,Não,4,2,0,Madrugada,2026120400
2026-12-05,2026,12,5,7,Sábado,Dezembro,Sim,4,2,1,Madrugada,2026120501
2026-12-06,2026,12,6,1,Domingo,Dezembro,Sim,4,2,2,Madrugada,2026120602
2026-12-07,2026,12,7,2,Segunda-feira,Dezembro,Não,4,2,0,Madrugada,2026120700
2026-12-08,2026,12,8,3,Terça-feira,Dezembro,Não,4,2,1,Madrugada,2026120801
2026-12-09,2026,12,9,4,Quarta-feira,Dezembro,Não,4,2,2,Madrugada,2026120902
2026-12-10,2026,12,10,5,Quinta-feira,Dezembro,Não,4,2,0,Madrugada,2026121000
2026-12-11,2026,12,11,6,Sexta-feira,Dezembro,Não,4,2,1,Madrugada,2026121101
2026-12-12,2026,12,12,7,Sábado,Dezembro,Sim,4,2,2,Madrugada,2026121202
2026-12-13,2026,12,13,1,Domingo,Dezembro,Sim,4,2,0,Madrugada,2026121300
2026-12-14,2026,12,14,2,Segunda-feira,Dezembro,Não,4,2,1,Madrugada,2026121401
2026-12-15,2026,12,15,3,Terça-feira,Dezembro,Não,4,2,2,Madrugada,2026121502
2026-12-16,2026,12,16,4,Quarta-feira,Dezembro,Não,4,2,0,Madrugada,2026121600
2026-12-17,2026,12,17,5,Quinta-feira,Dezembro,Não,4,2,1,Madrugada,2026121701
2026-12-18,2026,12,18,6,Sexta-feira,Dezembro,Não,4,2,2,Madrugada,2026121802
2026-12-19,2026,12,19,7,Sábado,Dezembro,Sim,4,2,0,Madrugada,2026121900
2026-12-20,2026,12,20,1,Domingo,Dezembro,Sim,4,2,1,Madrugada,2026122001
2026-12-21,2026,12,21,2,Segunda-feira,Dezembro,Não,4,2,2,Madrugada,2026122102
2026-12-22,2026,12,22,3,Terça-feira,Dezembro,Não,4,2,0,Madrugada,2026122200
2026-12-23,2026,12,23,4,Quarta-feira,Dezembro,Não,4,2,1,Madrugada,2026122301
2026-12-24,2026,12,24,5,Quinta-feira,Dezembro,Não,4,2,2,Madrugada,2026122402
2026-12-25,2026,12,25,6,Sexta-feira,Dezembro,Não,4,2,0,Madrugada,2026122500
2026-12-26,2026,12,26,7,Sábado,Dezembro,Sim,4,2,1,Madrugada,2026122601
2026-12-27,2026,12,27,1,Domingo,Dezembro,Sim,4,2,2,Madrugada,2026122702
2026-12-28,2026,12,28,2,Segunda-feira,Dezembro,Não,4,2,0,Madrugada,2026122800
2026-12-29,2026,12,29,3,Terça-feira,Dezembro,Não,4,2,1,Madrugada,2026122901
2026-12-30,2026,12,30,4,Quarta-feira,Dezembro,Não,4,2,2,Madrugada,2026123002
2026-12-31,2026,12,31,5,Quinta-feira,Dezembro,Não,4,2,0,Madrugada,2026123100
2024-01-01,2024,1,1,2,Segunda-feira,Janeiro,Não,1,1,1,Madrugada,2024010101
2024-01-02,2024,1,2,3,Terça-feira,Janeiro,Não,1,1,2,Madrugada,2024010202
2024-01-03,2024,1,3,4,Quarta-feira,Janeiro,Não,1,1,0,Madrugada,2024010300
2024-01-04,2024,1,4,5,Quinta-feira,Janeiro,Não,1,1,1,Madrugada,2024010401
2024-01-05,2024,1,5,6,Sexta-feira,Janeiro,Não,1,1,2,Madrugada,2024010502
2024-01-06,2024,1,6,7,Sábado,Janeiro,Sim,1,1,0,Madrugada,2024010600
2024-01-07,2024,1,7,1,Domingo,Janeiro,Sim,1,1,1,Madrugada,2024010701
2024-01-08,2024,1,8,2,Segunda-feira,Janeiro,Não,1,1,2,Madrugada,2024010802
2024-01-09,2024,1,9,3,Terça-feira,Janeiro,Não,1,1,0,Madrugada,2024010900
2024-01-10,2024,1,10,4,Quarta-feira,Janeiro,Não,1,1,1,Madrugada,2024011001
2024-01-11,2024,1,11,5,Quinta-feira,Janeiro,Não,1,1,2,Madrugada,2024011102
2024-01-12,2024,1,12,6,Sexta-feira,Janeiro,Não,1,1,0,Madrugada,2024011200
2024-01-13,2024,1,13,7,Sábado,Janeiro,Sim,1,1,1,Madrugada,2024011301
2024-01-14,2024,1,14,1,Domingo,Janeiro,Sim,1,1,2,Madrugada,2024011402
2024-01-15,2024,1,15,2,Segunda-feira,Janeiro,Não,1,1,0,Madrugada,2024011500
2024-01-16,2024,1,16,3,Terça-feira,Janeiro,Não,1,1,1,Madrugada,2024011601
2024-01-17,2024,1,17,4,Quarta-feira,Janeiro,Não,1,1,2,Madrugada,2024011702
2024-01-18,2024,1,18,5,Quinta-feira,Janeiro,Não,1,1,0,Madrugada,2024011800
2024-01-19,2024,1,19,6,Sexta-feira,Janeiro,Não,1,1,1,Madrugada,2024011901
2024-01-20,2024,1,20,7,Sábado,Janeiro,Sim,1,1,2,Madrugada,2024012002
2024-01-21,2024,1,21,1,Domingo,Janeiro,Sim,1,1,0,Madrugada,2024012100
2024-01-22,2024,1,22,2,Segunda-feira,Janeiro,Não,1,1,1,Madrugada,2024012201
2024-01-23,2024,1,23,3,Terça-feira,Janeiro,Não,1,1,2,Madrugada,2024012302
2024-01-24,2024,1,24,4,Quarta-feira,Janeiro,Não,1,1,0,Madrugada,2024012400
2024-01-25,2024,1,25,5,Quinta-feira,Janeiro,Não,1,1,1,Madrugada,2024012501
2024-01-26,2024,1,26,6,Sexta-feira,Janeiro,Não,1,1,2,Madrugada,2024012602
2024-01-27,2024,1,27,7,Sábado,Janeiro,Sim,1,1,0,Madrugada,2024012700
2024-01-28,2024,1,28,1,Domingo,Janeiro,Sim,1,1,1,Madrugada,2024012801
2024-01-29,2024,1,29,2,Segunda-feira,Janeiro,Não,1,1,2,Madrugada,2024012902
2024-01-30,2024,1,30,3,Terça-feira,Janeiro,Não,1,1,0,Madrugada,2024013000
2024-01-31,2024,1,31,4,Quarta-feira,Janeiro,Não,1,1,1,Madrugada,2024013101
2024-02-01,2024,2,1,5,Quinta-feira,Fevereiro,Não,1,1,2,Madrugada,2024020102
2024-02-02,2024,2,2,6,Sexta-feira,Fevereiro,Não,1,1,0,Madrugada,2024020200
2024-02-03,2024,2,3,7,Sábado,Fevereiro,Sim,1,1,1,Madrugada,2024020301
2024-02-04,2024,2,4,1,Domingo,Fevereiro,Sim,1,1,2,Madrugada,2024020402
2024-02-05,2024,2,5,2,Segunda-feira,Fevereiro,Não,1,1,0,Madrugada,2024020500
2024-02-06,2024,2,6,3,Terça-feira,Fevereiro,Não,1,1,1,Madrugada,2024020601
2024-02-07,2024,2,7,4,Quarta-feira,Fevereiro,Não,1,1,2,Madrugada,2024020702
2024-02-08,2024,2,8,5,Quinta-feira,Fevereiro,Não,1,1,0,Madrugada,2024020800
2024-02-09,2024,2,9,6,Sexta-feira,Fevereiro,Não,1,1,1,Madrugada,2024020901
2024-02-10,2024,2,10,7,Sábado,Fevereiro,Sim,1,1,2,Madrugada,2024021002
2024-02-11,2024,2,11,1,Domingo,Fevereiro,Sim,1,1,0,Madrugada,2024021100
2024-02-12,2024,2,12,2,Segunda-feira,Fevereiro,Não,1,1,1,Madrugada,2024021201
2024-02-13,2024,2,13,3,Terça-feira,Fevereiro,Não,1,1,2,Madrugada,2024021302
2024-02-14,2024,2,14,4,Quarta-feira,Fevereiro,Não,1,1,0,Madrugada,2024021400
2024-02-15,2024,2,15,5,Quinta-feira,Fevereiro,Não,1,1,1,Madrugada,2024021501
2024-02-16,2024,2,16,6,Sexta-feira,Fevereiro,Não,1,1,2,Madrugada,2024021602
2024-02-17,2024,2,17,7,Sábado,Fevereiro,Sim,1,1,0,Madrugada,2024021700
2024-02-18,2024,2,18,1,Domingo,Fevereiro,Sim,1,1,1,Madrugada,2024021801
2024-02-19,2024,2,19,2,Segunda-feira,Fevereiro,Não,1,1,2,Madrugada,2024021902
2024-02-20,2024,2,20,3,Terça-feira,Fevereiro,Não,1,1,0,Madrugada,2024022000
2024-02-21,2024,2,21,4,Quarta-feira,Fevereiro,Não,1,1,1,Madrugada,2024022101
2024-02-22,2024,2,22,5,Quinta-feira,Fevereiro,Não,1,1,2,Madrugada,2024022202
2024-02-23,2024,2,23,6,Sexta-feira,Fevereiro,Não,1,1,0,Madrugada,2024022300
2024-02-24,2024,2,24,7,Sábado,Fevereiro,Sim,1,1,1,Madrugada,2024022401
2024-02-25,2024,2,25,1,Domingo,Fevereiro,Sim,1,1,2,Madrugada,2024022502
2024-02-26,2024,2,26,2,Segunda-feira,Fevereiro,Não,1,1,0,Madrugada,2024022600
2024-02-27,2024,2,27,3,Terça-feira,Fevereiro,Não,1,1,1,Madrugada,2024022701
2024-02-28,2024,2,28,4,Quarta-feira,Fevereiro,Não,1,1,2,Madrugada,2024022802
2024-02-29,2024,2,29,5,Quinta-feira,Fevereiro,Não,1,1,0,Madrugada,2024022900
2024-03-01,2024,3,1,6,Sexta-feira,Março,Não,1,1,1,Madrugada,2024030101
2024-03-02,2024,3,2,7,Sábado,Março,Sim,1,1,2,Madrugada,2024030202
2024-03-03,2024,3,3,1,Domingo,Março,Sim,1,1,0,Madrugada,2024030300
2024-03-04,2024,3,4,2,Segunda-feira,Março,Não,1,1,1,Madrugada,2024030401
2024-03-05,2024,3,5,3,Terça-feira,Março,Não,1,1,2,Madrugada,2024030502
2024-03-06,2024,3,6,4,Quarta-feira,Março,Não,1,1,0,Madrugada,2024030600
2024-03-07,2024,3,7,5,Quinta-feira,Março,Não,1,1,1,Madrugada,2024030701
2024-03-08,2024,3,8,6,Sexta-feira,Março,Não,1,1,2,Madrugada,2024030802
2024-03-09,2024,3,9,7,Sábado,Março,Sim,1,1,0,Madrugada,2024030900
2024-03-10,2024,3,10,1,Domingo,Março,Sim,1,1,1,Madrugada,2024031001
2024-03-11,2024,3,11,2,Segunda-feira,Março,Não,1,1,2,Madrugada,2024031102
2024-03-12,2024,3,12,3,Terça-feira,Março,Não,1,1,0,Madrugada,2024031200
2024-03-13,2024,3,13,4,Quarta-feira,Março,Não,1,1,1,Madrugada,2024031301
2024-03-14,2024,3,14,5,Quinta-feira,Março,Não,1,1,2,Madrugada,2024031402
2024-03-15,2024,3,15,6,Sexta-feira,Março,Não,1,1,0,Madrugada,2024031500
2024-03-16,2024,3,16,7,Sábado,Março,Sim,1,1,1,Madrugada,2024031601
2024-03-17,2024,3,17,1,Domingo,Março,Sim,1,1,2,Madrugada,2024031702
2024-03-18,2024,3,18,2,Segunda-feira,Março,Não,1,1,0,Madrugada,2024031800
2024-03-19,2024,3,19,3,Terça-feira,Março,Não,1,1,1,Madrugada,2024031901
2024-03-20,2024,3,20,4,Quarta-feira,Março,Não,1,1,2,Madrugada,2024032002
2024-03-21,2024,3,21,5,Quinta-feira,Março,Não,1,1,0,Madrugada,2024032100
2024-03-22,2024,3,22,6,Sexta-feira,Março,Não,1,1,1,Madrugada,2024032201
2024-03-23,2024,3,23,7,Sábado,Março,Sim,1,1,2,Madrugada,2024032302
2024-03-24,2024,3,24,1,Domingo,Março,Sim,1,1,0,Madrugada,2024032400
2024-03-25,2024,3,25,2,Segunda-feira,Março,Não,1,1,1,Madrugada,2024032501
2024-03-26,2024,3,26,3,Terça-feira,Março,Não,1,1,2,Madrugada,2024032602
2024-03-27,2024,3,27,4,Quarta-feira,Março,Não,1,1,0,Madrugada,2024032700
2024-03-28,2024,3,28,5,Quinta-feira,Março,Não,1,1,1,Madrugada,2024032801
2024-03-29,2024,3,29,6,Sexta-feira,Março,Não,1,1,2,Madrugada,2024032902
2024-03-30,2024,3,30,7,Sábado,Março,Sim,1,1,0,Madrugada,2024033000
2024-03-31,2024,3,31,1,Domingo,Março,Sim,1,1,1,Madrugada,2024033101
2024-04-01,2024,4,1,2,Segunda-feira,Abril,Não,2,1,2,Madrugada,2024040102
2024-04-02,2024,4,2,3,Terça-feira,Abril,Não,2,1,0,Madrugada,2024040200
2024-04-03,2024,4,3,4,Quarta-feira,Abril,Não,2,1,1,Madrugada,2024040301
2024-04-04,2024,4,4,5,Quinta-feira,Abril,Não,2,1,2,Madrugada,2024040402
2024-04-05,2024,4,5,6,Sexta-feira,Abril,Não,2,1,0,Madrugada,2024040500
2024-04-06,2024,4,6,7,Sábado,Abril,Sim,2,1,1,Madrugada,2024040601
2024-04-07,2024,4,7,1,Domingo,Abril,Sim,2,1,2,Madrugada,2024040702
2024-04-08,2024,4,8,2,Segunda-feira,Abril,Não,2,1,0,Madrugada,2024040800
2024-04-09,2024,4,9,3,Terça-feira,Abril,Não,2,1,1,Madrugada,2024040901
2024-04-10,2024,4,10,4,Quarta-feira,Abril,Não,2,1,2,Madrugada,2024041002
2024-04-11,2024,4,11,5,Quinta-feira,Abril,Não,2,1,0,Madrugada,2024041100
2024-04-12,2024,4,12,6,Sexta-feira,Abril,Não,2,1,1,Madrugada,2024041201
2024-04-13,2024,4,13,7,Sábado,Abril,Sim,2,1,2,Madrugada,2024041302
2024-04-14,2024,4,14,1,Domingo,Abril,Sim,2,1,0,Madrugada,2024041400
2024-04-15,2024,4,15,2,Segunda-feira,Abril,Não,2,1,1,Madrugada,2024041501
2024-04-16,2024,4,16,3,Terça-feira,Abril,Não,2,1,2,Madrugada,2024041602
2024-04-17,2024,4,17,4,Quarta-feira,Abril,Não,2,1,0,Madrugada,2024041700
2024-04-18,2024,4,18,5,Quinta-feira,Abril,Não,2,1,1,Madrugada,2024041801
2024-04-19,2024,4,19,6,Sexta-feira,Abril,Não,2,1,2,Madrugada,2024041902
2024-04-20,2024,4,20,7,Sábado,Abril,Sim,2,1,0,Madrugada,2024042000
2024-04-21,2024,4,21,1,Domingo,Abril,Sim,2,1,1,Madrugada,2024042101
2024-04-22,2024,4,22,2,Segunda-feira,Abril,Não,2,1,2,Madrugada,2024042202
2024-04-23,2024,4,23,3,Terça-feira,Abril,Não,2,1,0,Madrugada,2024042300
2024-04-24,2024,4,24,4,Quarta-feira,Abril,Não,2,1,1,Madrugada,2024042401
2024-04-25,2024,4,25,5,Quinta-feira,Abril,Não,2,1,2,Madrugada,2024042502
2024-04-26,2024,4,26,6,Sexta-feira,Abril,Não,2,1,0,Madrugada,2024042600
2024-04-27,2024,4,27,7,Sábado,Abril,Sim,2,1,1,Madrugada,2024042701
2024-04-28,2024,4,28,1,Domingo,Abril,Sim,2,1,2,Madrugada,2024042802
2024-04-29,2024,4,29,2,Segunda-feira,Abril,Não,2,1,0,Madrugada,2024042900
2024-04-30,2024,4,30,3,Terça-feira,Abril,Não,2,1,1,Madrugada,2024043001
2024-05-01,2024,5,1,4,Quarta-feira,Maio,Não,2,1,2,Madrugada,2024050102
2024-05-02,2024,5,2,5,Quinta-feira,Maio,Não,2,1,0,Madrugada,2024050200
2024-05-03,2024,5,3,6,Sexta-feira,Maio,Não,2,1,1,Madrugada,2024050301
2024-05-04,2024,5,4,7,Sábado,Maio,Sim,2,1,2,Madrugada,2024050402
2024-05-05,2024,5,5,1,Domingo,Maio,Sim,2,1,0,Madrugada,2024050500
2024-05-06,2024,5,6,2,Segunda-feira,Maio,Não,2,1,1,Madrugada,2024050601
2024-05-07,2024,5,7,3,Terça-feira,Maio,Não,2,1,2,Madrugada,2024050702
2024-05-08,2024,5,8,4,Quarta-feira,Maio,Não,2,1,0,Madrugada,2024050800
2024-05-09,2024,5,9,5,Quinta-feira,Maio,Não,2,1,1,Madrugada,2024050901
2024-05-10,2024,5,10,6,Sexta-feira,Maio,Não,2,1,2,Madrugada,2024051002
2024-05-11,2024,5,11,7,Sábado,Maio,Sim,2,1,0,Madrugada,2024051100
2024-05-12,2024,5,12,1,Domingo,Maio,Sim,2,1,1,Madrugada,2024051201
2024-05-13,2024,5,13,2,Segunda-feira,Maio,Não,2,1,2,Madrugada,2024051302
2024-05-14,2024,5,14,3,Terça-feira,Maio,Não,2,1,0,Madrugada,2024051400
2024-05-15,2024,5,15,4,Quarta-feira,Maio,Não,2,1,1,Madrugada,2024051501
2024-05-16,2024,5,16,5,Quinta-feira,Maio,Não,2,1,2,Madrugada,2024051602
2024-05-17,2024,5,17,6,Sexta-feira,Maio,Não,2,1,0,Madrugada,2024051700
2024-05-18,2024,5,18,7,Sábado,Maio,Sim,2,1,1,Madrugada,2024051801
2024-05-19,2024,5,19,1,Domingo,Maio,Sim,2,1,2,Madrugada,2024051902
2024-05-20,2024,5,20,2,Segunda-feira,Maio,Não,2,1,0,Madrugada,2024052000
2024-05-21,2024,5,21,3,Terça-feira,Maio,Não,2,1,1,Madrugada,2024052101
2024-05-22,2024,5,22,4,Quarta-feira,Maio,Não,2,1,2,Madrugada,2024052202
2024-05-23,2024,5,23,5,Quinta-feira,Maio,Não,2,1,0,Madrugada,2024052300
2024-05-24,2024,5,24,6,Sexta-feira,Maio,Não,2,1,1,Madrugada,2024052401
2024-05-25,2024,5,25,7,Sábado,Maio,Sim,2,1,2,Madrugada,2024052502
2024-05-26,2024,5,26,1,Domingo,Maio,Sim,2,1,0,Madrugada,2024052600
2024-05-27,2024,5,27,2,Segunda-feira,Maio,Não,2,1,1,Madrugada,2024052701
2024-05-28,2024,5,28,3,Terça-feira,Maio,Não,2,1,2,Madrugada,2024052802
2024-05-29,2024,5,29,4,Quarta-feira,Maio,Não,2,1,0,Madrugada,2024052900
2024-05-30,2024,5,30,5,Quinta-feira,Maio,Não,2,1,1,Madrugada,2024053001
2024-05-31,2024,5,31,6,Sexta-feira,Maio,Não,2,1,2,Madrugada,2024053102
2024-06-01,2024,6,1,7,Sábado,Junho,Sim,2,1,0,Madrugada,2024060100
2024-06-02,2024,6,2,1,Domingo,Junho,Sim,2,1,1,Madrugada,2024060201
2024-06-03,2024,6,3,2,Segunda-feira,Junho,Não,2,1,2,Madrugada,2024060302
2024-06-04,2024,6,4,3,Terça-feira,Junho,Não,2,1,0,Madrugada,2024060400
2024-06-05,2024,6,5,4,Quarta-feira,Junho,Não,2,1,1,Madrugada,2024060501
2024-06-06,2024,6,6,5,Quinta-feira,Junho,Não,2,1,2,Madrugada,2024060602
2024-06-07,2024,6,7,6,Sexta-feira,Junho,Não,2,1,0,Madrugada,2024060700
2024-06-08,2024,6,8,7,Sábado,Junho,Sim,2,1,1,Madrugada,2024060801
2024-06-09,2024,6,9,1,Domingo,Junho,Sim,2,1,2,Madrugada,2024060902
2024-06-10,2024,6,10,2,Segunda-feira,Junho,Não,2,1,0,Madrugada,2024061000
2024-06-11,2024,6,11,3,Terça-feira,Junho,Não,2,1,1,Madrugada,2024061101
2024-06-12,2024,6,12,4,Quarta-feira,Junho,Não,2,1,2,Madrugada,2024061202
2024-06-13,2024,6,13,5,Quinta-feira,Junho,Não,2,1,0,Madrugada,2024061300
2024-06-14,2024,6,14,6,Sexta-feira,Junho,Não,2,1,1,Madrugada,2024061401
2024-06-15,2024,6,15,7,Sábado,Junho,Sim,2,1,2,Madrugada,2024061502
2024-06-16,2024,6,16,1,Domingo,Junho,Sim,2,1,0,Madrugada,2024061600
2024-06-17,2024,6,17,2,Segunda-feira,Junho,Não,2,1,1,Madrugada,2024061701
2024-06-18,2024,6,18,3,Terça-feira,Junho,Não,2,1,2,Madrugada,2024061802
2024-06-19,2024,6,19,4,Quarta-feira,Junho,Não,2,1,0,Madrugada,2024061900
2024-06-20,2024,6,20,5,Quinta-feira,Junho,Não,2,1,1,Madrugada,2024062001
2024-06-21,2024,6,21,6,Sexta-feira,Junho,Não,2,1,2,Madrugada,2024062102
2024-06-22,2024,6,22,7,Sábado,Junho,Sim,2,1,0,Madrugada,2024062200
2024-06-23,2024,6,23,1,Domingo,Junho,Sim,2,1,1,Madrugada,2024062301
2024-06-24,2024,6,24,2,Segunda-feira,Junho,Não,2,1,2,Madrugada,2024062402
2024-06-25,2024,6,25,3,Terça-feira,Junho,Não,2,1,0,Madrugada,2024062500
2024-06-26,2024,6,26,4,Quarta-feira,Junho,Não,2,1,1,Madrugada,2024062601
2024-06-27,2024,6,27,5,Quinta-feira,Junho,Não,2,1,2,Madrugada,2024062702
2024-06-28,2024,6,28,6,Sexta-feira,Junho,Não,2,1,0,Madrugada,2024062800
2024-06-29,2024,6,29,7,Sábado,Junho,Sim,2,1,1,Madrugada,2024062901
2024-06-30,2024,6,30,1,Domingo,Junho,Sim,2,1,2,Madrugada,2024063002
2024-07-01,2024,7,1,2,Segunda-feira,Julho,Não,3,2,0,Madrugada,2024070100
2024-07-02,2024,7,2,3,Terça-feira,Julho,Não,3,2,1,Madrugada,2024070201
2024-07-03,2024,7,3,4,Quarta-feira,Julho,Não,3,2,2,Madrugada,2024070302
2024-07-04,2024,7,4,5,Quinta-feira,Julho,Não,3,2,0,Madrugada,2024070400
2024-07-05,2024,7,5,6,Sexta-feira,Julho,Não,3,2,1,Madrugada,2024070501
2024-07-06,2024,7,6,7,Sábado,Julho,Sim,3,2,2,Madrugada,2024070602
2024-07-07,2024,7,7,1,Domingo,Julho,Sim,3,2,0,Madrugada,2024070700
2024-07-08,2024,7,8,2,Segunda-feira,Julho,Não,3,2,1,Madrugada,2024070801
2024-07-09,2024,7,9,3,Terça-feira,Julho,Não,3,2,2,Madrugada,2024070902
2024-07-10,2024,7,10,4,Quarta-feira,Julho,Não,3,2,0,Madrugada,2024071000
2024-07-11,2024,7,11,5,Quinta-feira,Julho,Não,3,2,1,Madrugada,2024071101
2024-07-12,2024,7,12,6,Sexta-feira,Julho,Não,3,2,2,Madrugada,2024071202
2024-07-13,2024,7,13,7,Sábado,Julho,Sim,3,2,0,Madrugada,2024071300
2024-07-14,2024,7,14,1,Domingo,Julho,Sim,3,2,1,Madrugada,2024071401
2024-07-15,2024,7,15,2,Segunda-feira,Julho,Não,3,2,2,Madrugada,2024071502
2024-07-16,2024,7,16,3,Terça-feira,Julho,Não,3,2,0,Madrugada,2024071600
2024-07-17,2024,7,17,4,Quarta-feira,Julho,Não,3,2,1,Madrugada,2024071701
2024-07-18,2024,7,18,5,Quinta-feira,Julho,Não,3,2,2,Madrugada,2024071802
2024-07-19,2024,7,19,6,Sexta-feira,Julho,Não,3,2,0,Madrugada,2024071900
2024-07-20,2024,7,20,7,Sábado,Julho,Sim,3,2,1,Madrugada,2024072001
2024-07-21,2024,7,21,1,Domingo,Julho,Sim,3,2,2,Madrugada,2024072102
2024-07-22,2024,7,22,2,Segunda-feira,Julho,Não,3,2,0,Madrugada,2024072200
2024-07-23,2024,7,23,3,Terça-feira,Julho,Não,3,2,1,Madrugada,2024072301
2024-07-24,2024,7,24,4,Quarta-feira,Julho,Não,3,2,2,Madrugada,2024072402
2024-07-25,2024,7,25,5,Quinta-feira,Julho,Não,3,2,0,Madrugada,2024072500
2024-07-26,2024,7,26,6,Sexta-feira,Julho,Não,3,2,1,Madrugada,2024072601
2024-07-27,2024,7,27,7,Sábado,Julho,Sim,3,2,2,Madrugada,2024072702
2024-07-28,2024,7,28,1,Domingo,Julho,Sim,3,2,0,Madrugada,2024072800
2024-07-29,2024,7,29,2,Segunda-feira,Julho,Não,3,2,1,Madrugada,2024072901
2024-07-30,2024,7,30,3,Terça-feira,Julho,Não,3,2,2,Madrugada,2024073002
2024-07-31,2024,7,31,4,Quarta-feira,Julho,Não,3,2,0,Madrugada,2024073100
2024-08-01,2024,8,1,5,Quinta-feira,Agosto,Não,3,2,1,Madrugada,2024080101
2024-08-02,2024,8,2,6,Sexta-feira,Agosto,Não,3,2,2,Madrugada,2024080202
2024-08-03,2024,8,3,7,Sábado,Agosto,Sim,3,2,0,Madrugada,2024080300
2024-08-04,2024,8,4,1,Domingo,Agosto,Sim,3,2,1,Madrugada,2024080401
2024-08-05,2024,8,5,2,Segunda-feira,Agosto,Não,3,2,2,Madrugada,2024080502
2024-08-06,2024,8,6,3,Terça-feira,Agosto,Não,3,2,0,Madrugada,2024080600
2024-08-07,2024,8,7,4,Quarta-feira,Agosto,Não,3,2,1,Madrugada,2024080701
2024-08-08,2024,8,8,5,Quinta-feira,Agosto,Não,3,2,2,Madrugada,2024080802
2024-08-09,2024,8,9,6,Sexta-feira,Agosto,Não,3,2,0,Madrugada,2024080900
2024-08-10,2024,8,10,7,Sábado,Agosto,Sim,3,2,1,Madrugada,2024081001
2024-08-11,2024,8,11,1,Domingo,Agosto,Sim,3,2,2,Madrugada,2024081102
2024-08-12,2024,8,12,2,Segunda-feira,Agosto,Não,3,2,0,Madrugada,2024081200
2024-08-13,2024,8,13,3,Terça-feira,Agosto,Não,3,2,1,Madrugada,2024081301
2024-08-14,2024,8,14,4,Quarta-feira,Agosto,Não,3,2,2,Madrugada,2024081402
2024-08-15,2024,8,15,5,Quinta-feira,Agosto,Não,3,2,0,Madrugada,2024081500
2024-08-16,2024,8,16,6,Sexta-feira,Agosto,Não,3,2,1,Madrugada,2024081601
2024-08-17,2024,8,17,7,Sábado,Agosto,Sim,3,2,2,Madrugada,2024081702
2024-08-18,2024,8,18,1,Domingo,Agosto,Sim,3,2,0,Madrugada,2024081800
2024-08-19,2024,8,19,2,Segunda-feira,Agosto,Não,3,2,1,Madrugada,2024081901
2024-08-20,2024,8,20,3,Terça-feira,Agosto,Não,3,2,2,Madrugada,2024082002
2024-08-21,2024,8,21,4,Quarta-feira,Agosto,Não,3,2,0,Madrugada,2024082100
2024-08-22,2024,8,22,5,Quinta-feira,Agosto,Não,3,2,1,Madrugada,2024082201
2024-08-23,2024,8,23,6,Sexta-feira,Agosto,Não,3,2,2,Madrugada,2024082302
2024-08-24,2024,8,24,7,Sábado,Agosto,Sim,3,2,0,Madrugada,2024082400
2024-08-25,2024,8,25,1,Domingo,Agosto,Sim,3,2,1,Madrugada,2024082501
2024-08-26,2024,8,26,2,Segunda-feira,Agosto,Não,3,2,2,Madrugada,2024082602
2024-08-27,2024,8,27,3,Terça-feira,Agosto,Não,3,2,0,Madrugada,2024082700
2024-08-28,2024,8,28,4,Quarta-feira,Agosto,Não,3,2,1,Madrugada,2024082801
2024-08-29,2024,8,29,5,Quinta-feira,Agosto,Não,3,2,2,Madrugada,2024082902
2024-08-30,2024,8,30,6,Sexta-feira,Agosto,Não,3,2,0,Madrugada,2024083000
2024-08-31,2024,8,31,7,Sábado,Agosto,Sim,3,2,1,Madrugada,2024083101
2024-09-01,2024,9,1,1,Domingo,Setembro,Sim,3,2,2,Madrugada,2024090102
2024-09-02,2024,9,2,2,Segunda-feira,Setembro,Não,3,2,0,Madrugada,2024090200
